,Company,Date,Adj Close,Volume,press release,Price change,Price change pct,Compound,Negative,Neutral,Positive,polarity,subjectivity,text length,word_count,word_density,punctuation_count,upper_case_word_count,stopword_count,readability,noun_count,verb_count,adj_count,adv_count,pron_count,top_words,Price change sign long,word_calculation
48,abbott,2019-01-01,67.803299,157850300,"2018 was another outstanding year for Abbott. We exceeded the organic sales growth range we set at the beginning of the year, achieved a number of significant advances in our pipeline, and significantly improved our balance sheet and strategic flexibility. We’re very well-positioned heading into 2019.",0.0,0.0,0.9217,0.0,0.725,0.275,0.3625,0.73125,302.0,46.0,6.425531914893617,6.0,0.0,18.0,10.108523280423281,14.0,6.0,6.0,2.0,5.0,"[('year', 2), ('2018', 1), ('outstanding', 1), ('Abbott', 1), ('exceeded', 1), ('organic', 1), ('sales', 1), ('growth', 1), ('range', 1), ('set', 1)]",1.0,0.6279546365864033
49,abbott,2019-02-01,72.448563,108040800,,4.645263999999997,6.851088469898785,,,,,,,,,,,,,,,,,,,,,
50,abbott,2019-03-01,74.613991,119619800,,6.810692000000003,10.044779679525629,,,,,,,,,,,,,,,,,,,,,
51,abbott,2019-04-01,74.259308,118461000,,6.456009000000009,9.521673864276146,,,,,,,,,,,,,,,,,,,,,
52,abbott,2019-05-01,71.348633,106179900,,3.545334000000011,5.228851770177158,,,,,,,,,,,,,,,,,,,,,
53,abbott,2019-06-01,78.818069,115148900,,11.014769999999999,16.245182996184298,,,,,,,,,,,,,,,,,,,,,
54,abbott,2019-07-01,81.629662,103737300,,13.826363,20.391873557656837,,,,,,,,,,,,,,,,,,,,,
55,abbott,2019-08-01,80.26091,103677800,,12.457611,18.37316352409342,,,,,,,,,,,,,,,,,,,,,
56,abbott,2019-09-01,78.708733,78671800,,10.905434,16.083928305612385,,,,,,,,,,,,,,,,,,,,,
57,abbott,2019-10-01,78.65229,111637800,,10.848990999999998,16.00068309360581,,,,,,,,,,,,,,,,,,,,,
58,abbott,2019-11-01,80.70546,97884200,,12.902161000000007,19.028810087839542,,,,,,,,,,,,,,,,,,,,,
59,abbott,2019-12-01,82.037163,84085400,,14.233864000000011,20.9928782373849,,,,,,,,,,,,,,,,,,,,,
60,abbott,2020-01-01,82.301605,119657000,Our focus on organic growth is driving top-tier performance. We're entering 2020 with very good momentum and targeting continued strong growth.,0.0,0.0,0.8932,0.0,0.592,0.408,0.6716666666666666,0.7566666666666667,143.0,21.0,6.5,4.0,0.0,6.0,11.585155348516219,5.0,6.0,4.0,1.0,2.0,"[('growth', 2), ('focus', 1), ('organic', 1), ('driving', 1), ('tier', 1), ('performance', 1), ('entering', 1), ('2020', 1), ('good', 1), ('momentum', 1)]",1.0,1.1136143346227378
61,abbott,2020-02-01,73.061974,102112300,,-9.239630999999989,-11.226550199112143,,,,,,,,,,,,,,,,,,,,,
62,abbott,2020-03-01,74.845131,311358400,,-7.456474,-9.059937530987398,,,,,,,,,,,,,,,,,,,,,
63,abbott,2020-04-01,87.346176,235185700,,5.044571000000005,6.129371353086012,,,,,,,,,,,,,,,,,,,,,
64,abbott,2020-05-01,90.409508,143620300,,8.107903000000007,9.851451864152597,,,,,,,,,,,,,,,,,,,,,
65,abbott,2020-06-01,87.085373,141992200,,4.783768000000009,5.812484458838937,,,,,,,,,,,,,,,,,,,,,
66,abbott,2020-07-01,95.857719,104582100,,13.556114000000008,16.47126322749114,,,,,,,,,,,,,,,,,,,,,
67,abbott,2020-08-01,104.672928,121421000,,22.371323000000004,27.18212238995826,,,,,,,,,,,,,,,,,,,,,
68,abbott,2020-09-01,104.060959,111435100,,21.759354000000002,26.438553658825974,,,,,,,,,,,,,,,,,,,,,
69,abbott,2020-10-01,100.503975,102805400,,18.202370000000002,22.11666467500847,,,,,,,,,,,,,,,,,,,,,
70,abbott,2020-11-01,103.822594,103380500,,21.520989,26.148929902399843,,,,,,,,,,,,,,,,,,,,,
71,abbott,2020-12-01,105.040977,98501800,,22.739372000000003,27.629317800059923,,,,,,,,,,,,,,,,,,,,,
72,abbott,2021-01-01,118.568031,108930500,"Despite challenging conditions, we achieved double-digit EPS growth, delivered ground-breaking innovation and advanced our new product pipeline in 2020. We exited the year with a lot of momentum and are forecasting EPS growth of more than 35 percent in 2021.",0.0,0.0,0.8103,0.031,0.757,0.212,0.3840909090909091,0.6386363636363637,258.0,40.0,6.2926829268292686,6.0,2.0,15.0,13.340373121019109,12.0,6.0,5.0,0.0,3.0,"[('EPS', 2), ('growth', 2), ('Despite', 1), ('challenging', 1), ('conditions', 1), ('achieved', 1), ('double', 1), ('digit', 1), ('delivered', 1), ('ground', 1)]",1.0,0.2229136185355091
73,abbott,2021-02-01,115.375809,92388900,,-3.192222000000001,-2.69231256779494,,,,,,,,,,,,,,,,,,,,,
74,abbott,2021-03-01,115.433601,120107900,,-3.134430000000009,-2.643570930177637,,,,,,,,,,,,,,,,,,,,,
75,abbott,2021-04-01,115.664787,106577900,,-2.903244000000001,-2.4485891985504935,,,,,,,,,,,,,,,,,,,,,
76,abbott,2021-05-01,112.773445,98377600,,-5.79458600000001,-4.8871402781412545,,,,,,,,,,,,,,,,,,,,,
77,abbott,2021-06-01,112.077362,197860400,,-6.490669000000011,-5.474215052116376,,,,,,,,,,,,,,,,,,,,,
78,abbott,2021-07-01,116.959549,99473100,,-1.6084820000000093,-1.3565899563601669,,,,,,,,,,,,,,,,,,,,,
79,abbott,2021-08-01,122.635536,88701600,,4.067504999999997,3.4305242025989258,,,,,,,,,,,,,,,,,,,,,
80,abbott,2021-09-01,114.639046,97660400,,-3.9289850000000115,-3.3136967586144794,,,,,,,,,,,,,,,,,,,,,
81,abbott,2021-10-01,125.081062,110081300,,6.513030999999998,5.49307511060886,,,,,,,,,,,,,,,,,,,,,
82,abbott,2021-11-01,122.524513,111475700,,3.956481999999994,3.336887664095555,,,,,,,,,,,,,,,,,,,,,
83,abbott,2021-12-01,137.108215,118115400,,18.540183999999996,15.636747817799215,,,,,,,,,,,,,,,,,,,,,
84,abbott,2022-01-01,124.170898,155539600,"2021 was an outstanding year for Abbott. We achieved more than 40 percent EPS growth, exceeding the baseline EPS guidance we set at the beginning of last year and, importantly, continued to advance our new product pipeline across the portfolio.",0.0,0.0,0.836,0.0,0.806,0.194,0.30727272727272725,0.5792424242424242,244.0,40.0,5.951219512195122,5.0,2.0,14.0,12.3292,12.0,6.0,5.0,1.0,3.0,"[('year', 2), ('EPS', 2), ('2021', 1), ('outstanding', 1), ('Abbott', 1), ('achieved', 1), ('40', 1), ('percent', 1), ('growth', 1), ('exceeding', 1)]",-1.0,1.8580783328945507
85,abbott,2022-02-01,117.921883,111246800,,-6.249015,-5.032592258453346,,,,,,,,,,,,,,,,,,,,,
86,abbott,2022-03-01,115.71244,123453100,,-8.458457999999993,-6.811948803011793,,,,,,,,,,,,,,,,,,,,,
87,abbott,2022-04-01,110.961159,102385000,,-13.209738999999999,-10.638353440916566,,,,,,,,,,,,,,,,,,,,,
88,abbott,2022-05-01,115.29026,125858700,,-8.88063799999999,-7.151947954825929,,,,,,,,,,,,,,,,,,,,,
89,abbott,2022-06-01,106.642998,112185100,,-17.52789999999999,-14.115948488992961,,,,,,,,,,,,,,,,,,,,,
90,abbott,2022-07-01,106.829483,93492900,,-17.341414999999998,-13.965764345201078,,,,,,,,,,,,,,,,,,,,,
91,abbott,2022-08-01,101.201675,89963300,,-22.969223,-18.498072712657677,,,,,,,,,,,,,,,,,,,,,
92,abbott,2022-09-01,95.394775,116797900,,-28.776123,-23.174611332842257,,,,,,,,,,,,,,,,,,,,,
93,abbott,2022-10-01,97.544022,154040800,,-26.626875999999996,-21.443733136245818,,,,,,,,,,,,,,,,,,,,,
94,abbott,2022-11-01,106.562553,108225500,,-17.608345,-14.180734200698138,,,,,,,,,,,,,,,,,,,,,
95,abbott,2022-12-01,108.751656,91861400,,-15.419241999999997,-12.41775830597601,,,,,,,,,,,,,,,,,,,,,
96,abbott,2023-01-01,109.504471,102767600,,,,,,,,,,,,,,,,,,,,,,,,
97,abbott,2023-02-01,101.21418,88645400,,,,,,,,,,,,,,,,,,,,,,,,
98,abbott,2023-03-01,100.75647,129263600,,,,,,,,,,,,,,,,,,,,,,,,
99,abbott,2023-04-01,109.92067,111525900,,,,,,,,,,,,,,,,,,,,,,,,
100,abbott,2023-05-01,102.0,92188800,,,,,,,,,,,,,,,,,,,,,,,,
0,accenture,2015-01-01,72.944267,54792200,,,,,,,,,,,,,,,,,,,,,,,,
1,accenture,2015-02-01,78.152679,41496100,,,,,,,,,,,,,,,,,,,,,,,,
2,accenture,2015-03-01,81.329834,68503900,,,,,,,,,,,,,,,,,,,,,,,,
3,accenture,2015-04-01,80.427017,48841600,,,,,,,,,,,,,,,,,,,,,,,,
4,accenture,2015-05-01,84.261475,39458400,,,,,,,,,,,,,,,,,,,,,,,,
5,accenture,2015-06-01,84.910706,49597500,,,,,,,,,,,,,,,,,,,,,,,,
6,accenture,2015-07-01,90.464394,48475700,,,,,,,,,,,,,,,,,,,,,,,,
7,accenture,2015-08-01,82.708534,56966300,,,,,,,,,,,,,,,,,,,,,,,,
8,accenture,2015-09-01,86.209198,60092500,,,,,,,,,,,,,,,,,,,,,,,,
9,accenture,2015-10-01,94.05278,55509800,,,,,,,,,,,,,,,,,,,,,,,,
10,accenture,2015-11-01,95.081055,46891900,,,,,,,,,,,,,,,,,,,,,,,,
11,accenture,2015-12-01,92.668999,54959900,,,,,,,,,,,,,,,,,,,,,,,,
12,accenture,2016-01-01,93.591248,66081200,,,,,,,,,,,,,,,,,,,,,,,,
13,accenture,2016-02-01,88.909035,72193500,,,,,,,,,,,,,,,,,,,,,,,,
14,accenture,2016-03-01,102.334946,68422700,,,,,,,,,,,,,,,,,,,,,,,,
15,accenture,2016-04-01,100.135719,49572000,,,,,,,,,,,,,,,,,,,,,,,,
16,accenture,2016-05-01,106.525139,37905300,,,,,,,,,,,,,,,,,,,,,,,,
17,accenture,2016-06-01,101.439301,50791400,,,,,,,,,,,,,,,,,,,,,,,,
18,accenture,2016-07-01,101.009499,43799800,,,,,,,,,,,,,,,,,,,,,,,,
19,accenture,2016-08-01,102.970428,42291400,,,,,,,,,,,,,,,,,,,,,,,,
20,accenture,2016-09-01,109.390404,58695000,,,,,,,,,,,,,,,,,,,,,,,,
21,accenture,2016-10-01,104.080696,50003000,,,,,,,,,,,,,,,,,,,,,,,,
22,accenture,2016-11-01,108.049408,54957500,,,,,,,,,,,,,,,,,,,,,,,,
23,accenture,2016-12-01,105.968597,49415000,,,,,,,,,,,,,,,,,,,,,,,,
24,accenture,2017-01-01,103.019241,52904600,,,,,,,,,,,,,,,,,,,,,,,,
25,accenture,2017-02-01,110.826859,38174000,,,,,,,,,,,,,,,,,,,,,,,,
26,accenture,2017-03-01,108.456543,65634500,,,,,,,,,,,,,,,,,,,,,,,,
27,accenture,2017-04-01,109.741219,42332600,,,,,,,,,,,,,,,,,,,,,,,,
28,accenture,2017-05-01,113.777435,40493000,,,,,,,,,,,,,,,,,,,,,,,,
29,accenture,2017-06-01,113.055305,56432600,,,,,,,,,,,,,,,,,,,,,,,,
30,accenture,2017-07-01,117.753761,33694900,,,,,,,,,,,,,,,,,,,,,,,,
31,accenture,2017-08-01,119.5271,34604900,,,,,,,,,,,,,,,,,,,,,,,,
32,accenture,2017-09-01,123.466858,50820700,,,,,,,,,,,,,,,,,,,,,,,,
33,accenture,2017-10-01,130.1306,41387500,,,,,,,,,,,,,,,,,,,,,,,,
34,accenture,2017-11-01,136.605606,34120000,,,,,,,,,,,,,,,,,,,,,,,,
35,accenture,2017-12-01,141.294174,40816400,,,,,,,,,,,,,,,,,,,,,,,,
36,accenture,2018-01-01,148.317856,42247000,,,,,,,,,,,,,,,,,,,,,,,,
37,accenture,2018-02-01,148.603958,43864100,,,,,,,,,,,,,,,,,,,,,,,,
38,accenture,2018-03-01,141.672623,66273100,,,,,,,,,,,,,,,,,,,,,,,,
39,accenture,2018-04-01,139.549835,42164300,,,,,,,,,,,,,,,,,,,,,,,,
40,accenture,2018-05-01,145.008408,37186500,,,,,,,,,,,,,,,,,,,,,,,,
41,accenture,2018-06-01,152.317459,57789200,,,,,,,,,,,,,,,,,,,,,,,,
42,accenture,2018-07-01,148.351044,42665600,,,,,,,,,,,,,,,,,,,,,,,,
43,accenture,2018-08-01,157.419907,37640800,,,,,,,,,,,,,,,,,,,,,,,,
44,accenture,2018-09-01,158.472046,40698200,,,,,,,,,,,,,,,,,,,,,,,,
45,accenture,2018-10-01,146.75885,53970000,"We are very pleased with our outstanding financial results for the fourth quarter and the full fiscal year 2018. For the year, our broad-based revenue growth of 10.5 percent in local currency and record new bookings of $42.8 billion reflect continued excellent demand for our services. We also delivered 14 percent EPS growth on an adjusted basis, generated very strong free cash flow and returned $4.3 billion in cash to our shareholders. We continue to benefit from the significant investments we have made to further strengthen our leadership position in high-growth areas such as digital, cloud and security services, which accounted for approximately 60 percent of total revenues for the year. Our growth strategy and innovation-led approach are clearly resonating with our clients. With our durable business model and disciplined management, we are very well-positioned to continue gaining market share and delivering value for our clients and shareholders.",0.0,0.0,0.9912,0.008,0.736,0.255,0.21526094276094276,0.53006734006734,963.0,148.0,6.4630872483221475,20.0,1.0,60.0,11.15462882882883,42.0,17.0,23.0,7.0,14.0,"[('growth', 4), ('year', 3), ('percent', 3), ('$', 2), ('billion', 2), ('services', 2), ('cash', 2), ('shareholders', 2), ('continue', 2), ('clients', 2)]",1.0,11.48307036946131
46,accenture,2018-11-01,154.583496,47618200,,7.824646000000001,5.331634855410765,,,,,,,,,,,,,,,,,,,,,
47,accenture,2018-12-01,132.493378,58259200,,-14.265471999999988,-9.72034872172955,,,,,,,,,,,,,,,,,,,,,
48,accenture,2019-01-01,144.276016,43567200,,-2.482833999999997,-1.6917780426870317,,,,,,,,,,,,,,,,,,,,,
49,accenture,2019-02-01,151.633133,34127700,,4.874282999999991,3.3212872681954044,,,,,,,,,,,,,,,,,,,,,
50,accenture,2019-03-01,165.388901,45264400,,18.63005100000001,12.694328825825501,,,,,,,,,,,,,,,,,,,,,
51,accenture,2019-04-01,171.637268,35897100,,24.87841800000001,16.951903070922135,,,,,,,,,,,,,,,,,,,,,
52,accenture,2019-05-01,168.700928,39072700,,21.94207800000001,14.951110614453581,,,,,,,,,,,,,,,,,,,,,
53,accenture,2019-06-01,175.048431,39715600,,28.289581,19.27623512994276,,,,,,,,,,,,,,,,,,,,,
54,accenture,2019-07-01,182.44751,34614000,,35.68866,24.317892924344935,,,,,,,,,,,,,,,,,,,,,
55,accenture,2019-08-01,187.743362,40805700,,40.984511999999995,27.92643305667767,,,,,,,,,,,,,,,,,,,,,
56,accenture,2019-09-01,182.229614,43457400,,35.470764,24.169420787911598,,,,,,,,,,,,,,,,,,,,,
57,accenture,2019-10-01,175.664246,42679200,"“I am proud that we have delivered another year of outstanding financial results, meeting or exceeding all the objectives in our initial business outlook for fiscal 2019. For the year, our record new bookings of $45.5 billion and revenue growth of 8.5 percent in local currency demonstrate excellent demand for our services, and we gained significant market share. We also delivered very strong profitability and returned a record $4.6 billion in cash to our shareholders, while continuing to invest across the business. As we look ahead to fiscal 2020, we will continue to be laser-focused on creating value for our clients, being a magnet for the best people in the industry and maximizing shareholder value.",0.0,0.0,0.9869,0.011,0.723,0.266,0.437469696969697,0.5457878787878788,710.0,115.0,6.120689655172414,16.0,1.0,49.0,10.65584827586207,31.0,15.0,13.0,3.0,11.0,"[('delivered', 2), ('year', 2), ('business', 2), ('fiscal', 2), ('record', 2), ('$', 2), ('billion', 2), ('value', 2), ('proud', 1), ('outstanding', 1)]",1.0,11.332905307817603
58,accenture,2019-11-01,191.394852,30349000,,15.730605999999995,8.954927572455466,,,,,,,,,,,,,,,,,,,,,
59,accenture,2019-12-01,200.348068,39647400,,24.68382200000002,14.051705205850496,,,,,,,,,,,,,,,,,,,,,
60,accenture,2020-01-01,195.248276,46225400,,19.584030000000013,11.148557800430266,,,,,,,,,,,,,,,,,,,,,
61,accenture,2020-02-01,172.487701,42168200,,-3.1765450000000044,-1.8083048043823355,,,,,,,,,,,,,,,,,,,,,
62,accenture,2020-03-01,155.935196,105690400,,-19.72905,-11.23111301772815,,,,,,,,,,,,,,,,,,,,,
63,accenture,2020-04-01,176.881287,59790800,,1.2170409999999947,0.692822260484353,,,,,,,,,,,,,,,,,,,,,
64,accenture,2020-05-01,193.443069,41873500,,17.778823000000017,10.120911571271037,,,,,,,,,,,,,,,,,,,,,
65,accenture,2020-06-01,206.01181,55507600,,30.347564000000006,17.275891190743508,,,,,,,,,,,,,,,,,,,,,
66,accenture,2020-07-01,215.663834,36956200,,39.99958800000002,22.770477721459617,,,,,,,,,,,,,,,,,,,,,
67,accenture,2020-08-01,231.042755,31526600,,55.37850900000001,31.52520234538792,,,,,,,,,,,,,,,,,,,,,
68,accenture,2020-09-01,217.619125,48333500,,41.954879000000005,23.883561940088825,,,,,,,,,,,,,,,,,,,,,
69,accenture,2020-10-01,208.875427,37834400,"Accenture’s fiscal 2020 results demonstrate the relevance of our growth strategy, the resilience of our business and our people, our disciplined management of the business, and the power of our relationships with the world’s leading companies and ecosystem partners. Our ability to pivot rapidly to meet the needs of our clients and new ways of operating is reflected in our record new bookings of $50 billion for fiscal 2020. We also continued to deliver revenue growth ahead of the market as well as strong profitability and superior cash flow. As we turn the page to fiscal 2021, we are better positioned than ever to continue gaining market share and delivering tangible value for our clients and shared success for all our stakeholders.",0.0,0.0,0.9847,0.0,0.757,0.243,0.36767676767676766,0.5070707070707071,741.0,122.0,6.024390243902439,9.0,0.0,53.0,10.211598412698413,37.0,17.0,10.0,7.0,13.0,"[('fiscal', 3), ('2020', 2), ('growth', 2), ('business', 2), ('clients', 2), ('new', 2), ('market', 2), ('Accenture', 1), ('results', 1), ('demonstrate', 1)]",1.0,11.847531124560469
70,accenture,2020-11-01,240.80275,35382000,,31.927323,15.285341822425098,,,,,,,,,,,,,,,,,,,,,
71,accenture,2020-12-01,252.519501,45455800,,43.64407399999999,20.894786249796628,,,,,,,,,,,,,,,,,,,,,
72,accenture,2021-01-01,233.871246,38006100,,24.99581900000001,11.966854770331606,,,,,,,,,,,,,,,,,,,,,
73,accenture,2021-02-01,243.381363,34428900,,34.50593599999999,16.519863775072015,,,,,,,,,,,,,,,,,,,,,
74,accenture,2021-03-01,267.97171,58126700,,59.09628299999997,28.292597099035476,,,,,,,,,,,,,,,,,,,,,
75,accenture,2021-04-01,281.280579,38033500,,72.40515199999999,34.664274797628536,,,,,,,,,,,,,,,,,,,,,
76,accenture,2021-05-01,274.551666,39091400,,65.67623900000001,31.44277904935175,,,,,,,,,,,,,,,,,,,,,
77,accenture,2021-06-01,286.841156,42953300,,77.96572900000001,37.32642471150999,,,,,,,,,,,,,,,,,,,,,
78,accenture,2021-07-01,309.113892,38555900,,100.23846500000002,47.98959190158832,,,,,,,,,,,,,,,,,,,,,
79,accenture,2021-08-01,328.40921,32643800,,119.53378299999997,57.22730754728749,,,,,,,,,,,,,,,,,,,,,
80,accenture,2021-09-01,312.172241,45872700,,103.29681399999998,49.453789506795346,,,,,,,,,,,,,,,,,,,,,
81,accenture,2021-10-01,350.100861,35413000,"We are very proud of our outstanding fiscal 2021 financial performance, reflecting growth significantly above the market and strong momentum heading into fiscal 2022. Our results reflect the dedication and hard work of our 624,000 incredible people, who are laser-focused on creating tangible value for our clients, innovating with our ecosystem, and being the trusted partner of choice on our clients’ transformation journeys. We delivered these results while investing in our people and in the capabilities our clients need, now and in the future, and at the same time making progress on our sustainability goals — from progress in inclusion and diversity, to the use of renewable energy now at 50%. across the globe, to supporting our communities during these challenging times. We measure our success by this 360° value creation.",0.0,0.0,0.9891,0.009,0.729,0.262,0.29930555555555555,0.4708333333333334,833.0,131.0,6.3106060606060606,16.0,0.0,63.0,10.654506616541353,37.0,17.0,13.0,4.0,15.0,"[('clients', 3), ('fiscal', 2), ('results', 2), ('people', 2), ('value', 2), ('progress', 2), ('proud', 1), ('outstanding', 1), ('2021', 1), ('financial', 1)]",-1.0,0.6709285014204432
82,accenture,2021-11-01,349.779907,45477600,,-0.3209540000000288,-0.09167472455888327,,,,,,,,,,,,,,,,,,,,,
83,accenture,2021-12-01,405.711395,53205200,,55.61053399999997,15.884146597400106,,,,,,,,,,,,,,,,,,,,,
84,accenture,2022-01-01,346.041321,63805000,,-4.059540000000027,-1.1595344234243476,,,,,,,,,,,,,,,,,,,,,
85,accenture,2022-02-01,310.083954,48249200,,-40.016907,-11.430108136752056,,,,,,,,,,,,,,,,,,,,,
86,accenture,2022-03-01,330.895599,62911400,,-19.205262000000005,-5.485636894791871,,,,,,,,,,,,,,,,,,,,,
87,accenture,2022-04-01,294.71814,45062200,,-55.382721000000004,-15.819075920524513,,,,,,,,,,,,,,,,,,,,,
88,accenture,2022-05-01,293.725861,50760000,,-56.375,-16.102502529978068,,,,,,,,,,,,,,,,,,,,,
89,accenture,2022-06-01,273.245941,51679000,,-76.85491999999999,-21.95222250538824,,,,,,,,,,,,,,,,,,,,,
90,accenture,2022-07-01,301.40213,39731900,,-48.69873100000001,-13.909914663134751,,,,,,,,,,,,,,,,,,,,,
91,accenture,2022-08-01,284.894226,36922600,,-65.206635,-18.625099868006323,,,,,,,,,,,,,,,,,,,,,
92,accenture,2022-09-01,254.119415,50957600,,-95.981446,-27.415369881081215,,,,,,,,,,,,,,,,,,,,,
